 ,Label,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Length
16,HG13B,60.775,158.705,53.719,73,253,2236.444,69.208,0,0,46.21,2217.22,56.392,39.731,26.914,0,0,-33.69,0.358,46.21,9645.346,141.123,0,0,0,5872.086,1,1730,44,146.31,0,0,0,NaN,46.21
17,HG13B,64.06,181.433,81.434,16.333,251.526,967.631,132.008,0,0,49.305,963.786,107.657,8.971,49.984,0,0,-81.027,0.331,49.305,11622.692,214.053,0,0,0,7075.895,1,752,84,98.973,0,0,0,NaN,49.305
18,HG13B,1281.209,153.233,77.176,47.936,255,265.297,1175.255,0,0,998.928,28.196,735.656,475.485,880.48,0,0,61.659,0.016,998.928,196323.145,115.608,0,0,0,119521.531,1,22,1260,61.659,0,0,0,NaN,998.928
19,HG13B,528.909,193.27,51.054,75.931,255,303.746,173.02,0,0,411.928,110.22,102.53,388.334,142.261,0,0,-20.014,0.039,411.928,102222.305,197.736,0,0,0,62232.939,1,86,80,159.986,0,0,0,NaN,411.928
20,HG13B,331.8,229.223,34.255,131,255,533.158,129.445,0,0,257.362,425.501,58.955,216.595,142.261,0,0,-33.215,0.063,257.362,76056.231,252.8,0,0,0,46303.033,1,332,46,146.785,0,0,0,NaN,257.362
21,HG13B,358.081,222.312,42.274,102.446,254.644,984.292,242.228,0,0,278.547,948.406,107.657,73.053,270.424,0,0,-75.069,0.058,278.547,79605.892,239.75,0,0,0,48464.067,1,740,84,104.931,0,0,0,NaN,278.547
22,HG13B,374.507,139.779,44.412,53.286,246.552,1299.573,147.387,0,0,291.051,1250.871,10.253,98.686,275.55,0,0,-70.448,0.056,291.051,52348.23,135.83,0,0,0,31869.602,1,976,8,109.552,0,0,0,NaN,291.051
23,HG13B,374.507,217.889,30.576,134.667,254.83,2470.983,117.91,0,0,291.446,2378.705,5.127,185.836,226.849,0,0,-50.711,0.055,291.446,81600.83,221.736,0,0,0,49678.586,1,1856,4,129.289,0,0,0,NaN,291.446
24,HG13B,137.976,245.715,23.961,159.987,255,1522.576,770.26,0,0,106.953,1484.128,733.092,78.179,75.616,0,0,-135.971,0.152,106.953,33902.882,254.982,0,0,0,20640.074,1,1158,630,44.029,7.11E-15,0,0,NaN,106.953
25,HG13B,321.945,196.726,48.533,44,252.604,2206.967,1220.112,0,0,249.993,2148.012,1109.892,119.192,221.722,0,0,-61.858,0.065,249.993,63334.813,209.659,0,0,0,38558.234,1,1676,866,118.142,2.84E-14,0,0,NaN,249.993
26,HG13B,136.334,215.654,32.407,143.715,253.93,1689.188,1707.131,0,0,104.561,1637.923,1696.878,103.812,21.788,0,0,-11.31,0.157,104.561,29400.98,217.998,0,0,0,17899.317,1,1278,1324,168.69,0,0,0,NaN,104.561
27,HG13B,47.635,241.722,20.325,185,254,1681.499,1643.05,0,0,36.25,1668.682,1630.233,26.914,26.914,0,0,-45,0.456,36.25,11514.354,252.456,0,0,0,7009.939,1,1302,1272,135,0,0,0,NaN,36.25
28,HG13B,106.767,208.8,51.632,84.667,253.781,1293.165,1663.556,0,0,82.543,1268.814,1630.233,49.984,67.926,0,0,-53.842,0.197,82.543,22292.987,233.371,0,0,0,13571.971,1,990,1272,126.158,0,0,0,NaN,82.543
29,HG13B,202.037,223.727,40.262,88.102,254.942,415.248,563.917,0,0,156.254,356.293,512.652,119.192,103.812,0,0,-41.009,0.104,156.254,45201.148,240.482,0,0,0,27518.459,1,278,400,138.991,0,0,0,NaN,156.254
30,HG13B,535.48,200.42,49.871,75.423,255,298.62,164.049,0,0,416.488,105.094,87.151,388.334,155.077,0,0,-21.67,0.039,416.488,107321.018,215.398,0,0,0,65337.036,1,82,68,158.33,0,0,0,NaN,416.488
31,HG13B,394.218,215.379,49.385,70.957,254.869,985.574,246.073,0,0,306.489,948.406,97.404,75.616,298.62,0,0,-75.964,0.053,306.489,84906.169,235.178,0,0,0,51690.876,1,740,76,104.036,0,0,0,NaN,306.489
32,HG13B,624.179,79.333,54.66,29.876,254.654,264.016,827.933,0,0,485.804,89.714,658.758,349.885,339.632,0,0,-44.145,0.033,485.804,49517.9,57.591,0,0,0,30146.498,1,70,514,135.855,0,0,0,NaN,485.804
33,HG13B,428.712,210.445,49.56,72.912,255,2033.947,520.342,0,0,333.115,1927.572,392.179,214.032,257.608,0,0,-50.307,0.049,333.115,90220.499,232.35,0,0,0,54926.24,1,1504,306,129.693,0,0,0,NaN,333.115
34,HG13B,514.126,160.109,75.059,49.862,254.874,2235.163,71.771,0,0,400.427,2045.482,7.69,380.644,129.445,0,0,-18.667,0.04,400.427,82316.016,151.972,0,0,0,50113.991,1,1596,6,161.333,0,0,0,NaN,400.427
35,HG13B,1333.771,151.107,78.999,0,254.192,2440.224,1480.283,0,0,1039.234,2255.669,994.545,370.391,972.757,0,0,-69.196,0.016,1039.234,201542.272,168.835,0,0,0,122698.935,1,1760,776,110.804,0,0,0,NaN,1039.234
36,HG13B,62.418,170.851,61.947,76.737,254.329,658.758,387.052,0,0,47.264,653.631,363.983,11.535,47.42,0,0,-77.471,0.351,47.264,10664.174,160.734,0,0,0,6492.349,1,510,284,102.529,1.78E-15,0,0,NaN,47.264
37,HG13B,100.197,203.356,47.446,73,254.096,1485.409,374.236,0,0,77.111,1471.311,338.35,29.477,73.053,0,0,-68.552,0.212,77.111,20375.698,215.16,0,0,0,12404.725,1,1148,264,111.448,3.55E-15,0,0,NaN,77.111
38,HG13B,98.555,184.283,50.374,85.688,252.924,1564.87,1512.323,0,0,75.388,1543.083,1481.564,44.857,62.8,0,0,-125.311,0.218,75.388,18161.965,192.031,0,0,0,11057.004,1,1204,1204,54.689,0,0,0,NaN,75.388
39,HG13B,129.763,194.478,48.551,76.333,251.769,1227.802,1834.013,0,0,100.492,1222.675,1784.029,11.535,101.249,0,0,-95.856,0.161,100.492,25236.152,206.419,0,0,0,15363.769,1,954,1470,84.144,0,0,0,NaN,100.492
40,HG13B,75.558,212.88,48.201,70.667,253.56,1609.727,613.901,0,0,57.602,1594.348,589.55,32.041,49.984,0,0,-122.276,0.286,57.602,16084.861,232.125,0,0,0,9792.463,1,1244,498,57.724,0,0,0,NaN,57.602
41,HG13B,1512.812,107.801,23.145,56.96,185.705,1864.772,629.28,0,0,1179.662,1594.348,105.094,542.13,1049.655,0,0,62.711,0.014,1179.662,163082.151,107.062,0,0,0,99284.414,1,1244,900,62.711,0,0,0,NaN,1179.662
42,HG13B,451.708,174.166,75.71,54.932,255,194.808,1093.23,0,0,351.466,164.049,920.21,62.8,347.322,0,0,-79.919,0.046,351.466,78672.148,186.201,0,0,0,47895.604,1,128,718,100.081,7.11E-15,0,0,NaN,351.466
43,HG13B,225.033,241.502,25.902,94.333,255,1949.359,1593.066,0,0,174.189,1901.939,1520.013,96.122,147.387,0,0,-57.011,0.093,174.189,54345.873,251.074,0,0,0,33085.768,1,1484,1186,122.989,1.42E-14,0,0,NaN,174.189
44,HG13B,239.816,189.483,87.057,65.333,255,2008.314,1877.588,0,0,186.15,1950.641,1804.535,116.628,147.387,0,0,-51.71,0.087,186.15,45441.03,255,0,0,0,27664.499,1,1522,1408,128.29,1.42E-14,0,0,NaN,186.15
45,HG13B,124.836,248.488,25.017,111,255,1900.657,1017.614,0,0,96.353,1858.364,994.545,85.869,47.42,0,0,28.61,0.169,96.353,31020.2,255,0,0,0,18885.098,1,1450,812,28.61,0,0,0,NaN,96.353
46,HG13B,218.463,162.982,62.261,47,253.954,2527.374,636.97,0,0,169.427,2501.742,556.227,52.547,162.767,0,0,-107.613,0.096,169.427,35605.468,150.707,0,0,0,21676.609,1,1952,560,72.387,0,0,0,NaN,169.427
47,HG13B,133.049,253.238,1.428,247.595,254.958,685.672,683.109,0,0,102.081,661.321,638.252,49.984,90.996,0,0,-61.504,0.16,102.081,33692.987,253.729,0,0,0,20512.291,1,516,498,118.496,0,0,0,NaN,102.081
48,HG13B,405.716,200.109,71.582,48.602,255,203.779,1088.104,0,0,315.375,199.934,930.463,8.971,316.563,0,0,-88.603,0.051,315.375,81187.542,243.317,0,0,0,49426.976,1,156,726,91.397,0,0,0,NaN,315.375
49,HG13B,405.716,200.109,71.582,48.602,255,203.779,1088.104,0,0,315.375,199.934,930.463,8.971,316.563,0,0,-88.603,0.051,315.375,81187.542,243.317,0,0,0,49426.976,1,156,726,91.397,0,0,0,NaN,315.375
50,HG13B,303.876,199.928,73.82,50.267,255,212.751,1149.622,0,0,236.112,112.783,1086.822,201.216,126.881,0,0,-32.137,0.068,236.112,60753.337,250.872,0,0,0,36986.632,1,88,848,147.863,0,0,0,NaN,236.112
51,HG13B,146.189,249.465,17.74,125,254.923,689.517,688.235,0,0,112.346,663.884,638.252,52.547,101.249,0,0,-62.85,0.146,112.346,36469.146,253.413,0,0,0,22202.416,1,518,498,117.15,7.11E-15,0,0,NaN,112.346
52,HG13B,211.892,240.207,29.19,125.333,255,1207.295,557.509,0,0,164.229,1161.157,489.583,93.559,137.134,0,0,-55.814,0.099,164.229,50897.922,255,0,0,0,30986.655,1,906,382,124.186,0,0,0,NaN,164.229
53,HG13B,216.82,243.156,22.738,117.667,255,1953.204,1589.221,0,0,167.928,1909.629,1517.45,88.432,144.824,0,0,-58.736,0.097,167.928,52721.062,252.362,0,0,0,32096.582,1,1490,1184,121.264,0,0,0,NaN,167.928
54,HG13B,205.322,210.186,32.605,106,254.391,1562.307,815.117,0,0,158.529,1512.323,753.598,101.249,124.318,0,0,-50.906,0.103,158.529,43155.732,215.522,0,0,0,26273.21,1,1180,588,129.094,0,0,0,NaN,158.529
55,HG13B,558.476,245.865,21.931,160.179,255,674.137,1891.686,0,0,434.516,469.077,1819.915,411.403,144.824,0,0,-19.29,0.037,434.516,137309.827,254.771,0,0,0,83594.223,1,366,1420,160.71,0,0,0,NaN,434.516
56,HG13B,308.804,241.74,26.47,110.333,255,2123.661,1156.03,0,0,239.428,2050.608,1061.19,147.387,190.963,0,0,-52.394,0.068,239.428,74650.289,252.97,0,0,0,45447.096,1,1600,828,127.606,0,0,0,NaN,239.428
57,HG13B,271.025,233.355,36.322,124.834,254.819,693.362,560.072,0,0,210.531,615.182,489.583,157.64,142.261,0,0,42.039,0.077,210.531,63245.009,251.765,0,0,0,38503.562,1,480,492,42.039,0,0,0,NaN,210.531
58,HG13B,134.691,182.185,51.353,89,253.667,1391.85,615.182,0,0,103.804,1348.275,586.987,88.432,57.673,0,0,32.905,0.157,103.804,24538.649,185.043,0,0,0,14939.13,1,1052,502,32.905,0,0,0,NaN,103.804
59,HG13B,179.041,147.378,35.88,78.308,215.883,2486.362,71.771,0,0,138.036,2460.73,7.69,52.547,129.445,0,0,-111.801,0.118,138.036,26386.669,156.759,0,0,0,16064.204,1,1920,106,68.199,0,0,0,NaN,138.036
60,HG13B,351.511,218.509,46.484,111.239,255,2137.759,1132.961,0,0,272.527,2099.31,1002.235,78.179,262.734,0,0,-73.61,0.059,272.527,76808.45,248.149,0,0,0,46760.984,1,1638,782,106.39,0,0,0,NaN,272.527
61,HG13B,113.338,247.154,11.621,212.66,254.749,1389.287,135.853,0,0,87.151,1350.838,115.347,78.179,42.294,0,0,28.072,0.188,87.151,28011.891,252.73,0,0,0,17053.639,1,1054,122,28.072,0,0,0,NaN,87.151
62,HG13B,295.664,218.46,53.328,73.343,254.956,707.46,571.607,0,0,229.093,620.309,497.272,175.583,149.951,0,0,40.462,0.071,229.093,64590.743,249.745,0,0,0,39322.845,1,484,504,40.462,0,0,0,NaN,229.093
63,HG13B,369.58,220.815,47.389,103.352,255,2137.759,1125.271,0,0,287.314,2099.31,986.855,78.179,278.114,0,0,-74.476,0.056,287.314,81608.569,252.065,0,0,0,49683.297,1,1638,770,105.524,0,0,0,NaN,287.314
